,Culture,Count
5717,San peoples,1
6212,Tabwa people,1
6239,Teke or Bembe peoples,1
6242,Telefomin people,1
5720,Santa Ana Island,1
6253,"Tewa (San Ildefonso Pueblo), Native American",1
5683,"Russian, Velikiy Ustyug",1
6263,Thailand (Akha),1
6260,Thai or Indian,1
5685,"Russian, Viatka Province",1
5686,"Russian, Vologda",1
6259,Thai or Burmese,1
6258,Thai (Karen),1
5689,"Russian, probably Nizhny Novgorod province",1
6256,Texcoco,1
6255,"Tewa/Hopi, Native American",1
5690,"Russian, probably Velikiy Ustyug",1
5691,"Russian,St. Petersburg",1
6243,Tellem civilization (?),1
6252,Tetum people,1
6251,"Tetela, Kasai or Kusu",1
6249,Teneriffe or France,1
6248,Tenerife Island,1
6247,"Temne peoples
",1
5694,"Rutland & Tokyo, 1952",1
6246,Temne (?),1
5695,Rwanda,1
5696,Río Blanco,1
5697,Sakalava,1
6245,Tembladera,1
5719,Sanio people,1
5721,Santa Catalina or Santa Ana Island,1
6383,Tongan,1
6155,Swiss (Geneva) with French (Paris) case,1
6171,"Swiss, Geneva case with German, Berlin movement",1
6169,"Swiss, Fribourg",1
6168,"Swiss, Flims",1
6166,"Swiss, Canton of Lucerne",1
6165,"Swiss, Canton of Bern",1
6162,Swiss or possibly German,1
6161,Swiss or Tyrolean,1
5754,"Scottish, Linlithgow",1
5755,"Scottish, Paisley",1
6160,Swiss or Southern German,1
6158,"Swiss or French, Mulhouse",1
6153,"Swedish, Wadstena",1
6173,"Swiss, Herisau, Appenzell Canton",1
5760,Scythian or Sarmatian,1
6152,"Swedish, Vänersborg",1
6149,"Swedish, Törshalla",1
5762,See individual records,1
5763,See individual reports and attached checklist,1
6145,"Swedish, Marieberg",1
6143,"Swedish, Karlskrona",1
6142,"Swedish, Halland",1
6141,"Swedish, Göteborg",1
5766,Seminole,1
6140,"Swedish, Falun",1
6172,"Swiss, Geneva or Sainte-Croix",1
6175,"Swiss, Lausanne",1
6207,Syrian?,1
6193,"Swiss, possibly Vevey",1
6206,Syrian- Palestine,1
6205,"Syrian, Iranian, and Turkish",1
6204,Syrian or Turkish,1
5724,Sao,1
5725,Sapi (?),1
6201,Syrian or Armenian,1
6200,"Syrian (Damascus), Persian, or Egyptian (Cairo)",1
5728,Sarakole people,1
6196,Swiss?,1
6195,"Swiss, probably Lucerne",1
6194,"Swiss, probably Fleurier",1
6192,"Swiss, possibly Constance",1
5745,"Scandinavian, possibly Danish",1
6187,"Swiss, Wallis canton",1
6186,"Swiss, Wallis",1
6185,"Swiss, Vevey",1
6182,"Swiss, Solothurn",1
6181,"Swiss, Schaffhausen",1
6180,"Swiss, Sainte-Croix",1
5737,Savoyard,1
5738,Savu Island,1
5739,"Savu Island, Hubi Seba region",1
5740,Sawos,1
6177,"Swiss, Neuchâtel",1
5682,"Russian, Velikii Ustiug (Siberia)",1
6266,Thailand (Bangkok),1
5679,"Russian, Saratov Province",1
5622,"Roman, Palestine",1
6344,Tikar (Bamenda),1
5613,"Roman, Gallia Belgica",1
6341,Tigray region,1
6339,Ticoman,1
6338,"Tibetan, possibly Bhutanese or Nepalese",1
6337,"Tibetan, and possibly Bhutanese or Nepalese",1
5616,"Roman, Gaul (?)",1
5617,"Roman, Gaulish",1
5618,"Roman, Herculaneum",1
6335,"Tibetan, Mongolian, or Chinese",1
5620,"Roman, North African",1
6333,Tibetan or Nepalese,1
6345,Tikar peoples,1
6330,Tibetan or Chinese (eastern Kham or Sichuan region),1
6328,Tibetan or Central Asian,1
6326,"Tibet, probably Derge",1
6324,Tibet(?),1
5628,"Roman, South Gaulish",1
5629,"Roman, South Italian (Campanian) ?",1
6323,Tibet or Nepal,1
6322,Tibet or Mongolia,1
5632,"Roman, Syro-Palestinian or Italian",1
6321,Tibet (or Nepal),1
6320,Tibet (made in Russia),1
5612,"Roman, Ephesian",1
5611,"Roman, Egyptian, Alexandrian",1
6270,"Thailand (Buriram province, probably Prakhon Chai)",1
6360,Tlapacoya,1
6381,Tonga or Samoa,1
6380,Tonga (?),1
6378,Tomman Island,1
6377,Toma(?) people,1
6375,Toma people,1
6365,Tlingit or Tsimshian,1
5596,Roman or Islamic (?),1
6363,Tlaxcala,1
6362,Tlatilco (?),1
5597,Roman or Parthian (?),1
5598,Roman or Thracian,1
6359,Tiwi people,1
5610,"Roman, Egyptian (?)",1
6358,Tiwi (?),1
6356,"Tiwanaku, Pacajes, or Inca (?)",1
6355,Tiwanaku or Wari,1
5604,"Roman, Cypriot (?)",1
5605,"Roman, Cyprus",1
6351,"Timor, Sao region",1
5607,"Roman, Egypt",1
6349,Tikopia Island,1
6348,"Tikar peoples, Nsungli group",1
6347,"Tikar peoples, Ngambe group",1
6346,"Tikar peoples, Kom group",1
6319,Tibet (Tun Huang),1
6317,Tibet  or Central Asia(?),1
6315,"Thule, Native American",1
5667,"Russian, Arkhangelskoye",1
5657,Russian (?) or Italian,1
5658,Russian (Carpatho-Russia),1
5659,Russian (Siberia),1
6287,Thailand (Sankampang),1
6286,"Thailand (Ratchaburi Province, Ku Bua)",1
5663,Russian or Greek,1
6285,Thailand (Ratchaburi Province),1
6284,Thailand (Prakhon Chai),1
5665,Russian or Spanish,1
6283,"Thailand (Phetchabun Province, Si Thep)",1
5666,"Russian, Archangelsk",1
6280,Thailand (Nakorn Pathom province),1
6314,Thracian or East Celtic,1
6279,Thailand (Nakhon Pathom Province),1
6278,Thailand (Mon-Dvaravati),1
5671,"Russian, Kyschtymsk (Kyshtym)",1
6275,Thailand (Khorat Plateau),1
5672,"Russian, Mitau",1
5674,"Russian, Moscow or environs",1
6272,Thailand (Chuchong District),1
6271,Thailand (Buriram province[?]),1
5676,"Russian, Orel",1
5677,"Russian, Petrograd",1
5678,"Russian, Saint Petersburg",1
6289,Thailand (Si Thep),1
6290,Thailand (South),1
6291,Thailand (Sukho Thailand),1
6295,Thailand (Tak?),1
6312,Thracian or Anatolian,1
6311,Thrace,1
6310,Thiland (Buriram Province),1
5639,Roman-Germanic,1
6308,"Thailand, Haripunjaya style",1
6307,"Thailand, Ayutthaya or Bangkok",1
5640,Roman/Byzantine,1
5643,Romanian (?),1
5644,"Romanian, Banat area",1
6305,Thailand or Laos,1
6304,Thailand or Indonesia,1
5646,"Rome: Antonio Blado, 1553 (1st ed.)",1
6301,Thailand (probably Ratchaburi province),1
6300,Thailand (probably Nakhon Pathom Province),1
6299,Thailand (or Cambodia?),1
5647,Romkun (?),1
5648,"Romkun, Breri, or Igana people",1
5649,Roti Island,1
5650,Roucouyenne Indian,1
6298,Thailand (near the Korat plateau),1
5651,Rurutu or Tupua'I Island,1
6297,Thailand (Yao Hill),1
6296,"Thailand (Temple of Philmai, Eastern Thailand)",1
5768,Sena peoples,1
6139,"Swedish, Delsbo",1
6137,Swedish or Southern Netherlandish,1
5974,Spanish and Italian,1
5988,Spanish or Moorish,1
5984,"Spanish or Italian, Sicily",1
5869,"South India, Karnataka",1
5983,"Spanish or Italian, Brescia",1
5871,"South Indian
",1
5872,"South Indian, Mughal",1
5982,Spanish or Italian (?),1
5979,"Spanish or French, Camargue",1
5977,Spanish or Dutch,1
5976,Spanish or British,1
5975,Spanish or Argentinian,1
5874,"South Indian, Thanjavur; blade, European",1
5867,"South India (ancient Andhradesa, probably Nagarjunakonda)",1
5973,Spanish and French,1
5972,Spanish and Flemish,1
5970,Spanish American,1
5968,"Spanish (Granada?), Hispano-Moresque, Italian (textiles)",1
5877,"South Indian; blade, European",1
5967,"Spanish (Granada?), Hispano-Moresque",1
5963,"Spain, possibly Balearic Islands",1
5962,Southwestern German,1
5879,South Italian ?,1
5880,South Italian or Etruscan,1
5961,Southwest Malakula,1
5989,Spanish or Moroccan,1
5866,South India (Tamil Nadu),1
6019,"Spanish, Catalonia or Italian, Venice (Murano)",1
6006,"Spanish, Aragon (Villa Feliche)",1
6017,"Spanish, Catalonia or French, Catalonia",1
6016,"Spanish, Catalonia or Balearic Islands",1
5846,Sotho people,1
6015,"Spanish, Catalonia (possibly Reus)",1
6012,"Spanish, Castile (Cadalso)",1
5847,"Sotho peoples, Pedi group",1
5848,South Africa,1
5850,"South America, British Guyana",1
6008,"Spanish, Balearic Islands",1
6007,"Spanish, Aragon, possibly Reus, Muel or Manises",1
5853,South American (Peruvian),1
6004,"Spanish, Andalusia, Seville",1
5863,"South German, probably Augsburg",1
5998,Spanish(?),1
5997,Spanish or Yugoslavian,1
5857,South German or Austrian,1
5858,South German or Dutch,1
5996,Spanish or Swiss,1
5859,South German or North Italian,1
5995,Spanish or Spanish provinces in Central America (?),1
5860,"South German, Augsburg",1
5992,Spanish or Northern Italian,1
5861,"South German, Munich (?)",1
5862,"South German, possibly Augsburg",1
5881,South Mexican or Guatemalan,1
5882,South Moroccan,1
5960,Southwest Italian,1
5917,Southern German or Flemish,1
5907,Southern Europe,1
5945,Southern Netherlands,1
5944,"Southern Netherlandish, Aachen",1
5943,"Southern Netherlandish,",1
5910,"Southern France, or Piedmont",1
5942,Southern Netherlandish or Northern France,1
5912,"Southern French, possibly Montpellier",1
5914,"Southern German and French, Paris",1
5938,Southern Italian or Northern African,1
5937,Southern Italian or Greek,1
5936,Southern Italian or Bolognese,1
5918,Southern German or Hungarian,1
5959,Southwest German (?),1
5919,Southern German or Italian,1
5920,Southern German or Middle Rhenish,1
5934,"Southern India, probably Andhra Pradesh",1
5932,Southern Highlands,1
5922,"Southern German, Augsburg",1
5923,"Southern German, Bavaria",1
5931,Southern Germany or Austrian,1
5924,"Southern German, Munich",1
5925,"Southern German, Palatinate",1
5926,"Southern German, Tyrol",1
5927,"Southern German, most probably the Prince-Provostry of Berchtesgaden OR Danish, Copenhagen",1
5947,"Southern Netherlands, probably Bruges",1
5949,"Southern Ossetia, Georgia and northern Caucasus, Russia",1
5906,"Southern Cheyenne, Native American",1
5905,Southern Cambodia or Vietnam,1
5958,Southwest French,1
5885,South Netherlandish (Antwerp?),1
5957,Southwest China (Dian culture),1
5956,Southwest Arabian,1
5888,South Netherlandish or Lower German,1
5889,South Netherlandish or Rhenish,1
5955,Southern or eastern Tibetan,1
5890,"South Netherlandish, Antwerp; dies cut in Hall, Austria",1
5891,"South Netherlandish, Brussels",1
5892,"South Netherlandish, Dinant (?)",1
5953,Southern Thailand or Sumatra,1
5893,Southeast  Asia (Hmong),1
5894,Southeast Asia,1
5895,Southeast Asia (Lisu),1
5896,Southeast Asia (Sama),1
5897,Southeast Asian,1
5898,Southeast Australia,1
5899,Southeast India (for Sri Lankan market),1
5900,Southeastern Europe (possibly),1
5901,Southeastern European,1
5902,Southern Arapaho,1
5903,"Southern Arapaho, Native American",1
5950,Southern Russian or Iranian,1
6018,"Spanish, Catalonia or French, Rousillon",1
5843,Soninke peoples,1
6136,Swedish or German,1
5800,Sicilian or North Italian,1
6100,"Sudanese; Sudanese hilt, blade Italian or South German",1
6099,"Sudanese; Sudanese hilt, European blade",1
6098,"Sudanese, blade probably German or Italian",1
6097,"Sudanese, blade possibly European",1
5796,Sica Sica region,1
5797,"Sicaugu Oyate Lakota/ Teton Sioux, Native American",1
5798,Sicilian,1
6094,Subeixi or Scythian,1
6093,Stoney,1
5799,Sicilian (?),1
6092,"Stockholm: Joh. Jacob Genath, 1696",1
5801,Sicilian or Spanish,1
5794,Siberian (Chukchi people),1
6091,Stamp seal (conoid) with cultic scene,1
5802,Sicilian(?),1
6090,"Sri Lankan (Ceylon, for the European market)",1
6089,Sri Lankan (Blade European),1
5803,Sicily,1
6086,"Sri Lanka, central plateau",1
6084,"Sri Lanka, Pollonnaruva",1
6083,"Sri Lanka, Kandy region",1
6081,"Sri Lanka, Kandy",1
6080,"Sri Lanka, Anuradhapura",1
6079,Sri Lanka (central plateau),1
5795,"Siberian, Lamut; lock, Russian",1
6101,"Sudanese; body, German; collar, Persian",1
5842,Soninke or Dogon peoples,1
6124,"Sumba Island, Nusa Tenggara",1
6133,Swedish (Rattvik) (Dalarna),1
5770,"Seneca or Susquehannock, Native American",1
5771,"Seneca, Native American",1
6130,Swazi peoples,1
5772,Senegalese artist,1
6129,Swazi or Zulu or Nguni peoples,1
5774,Sentani people (?),1
6128,Supiak,1
5776,Senufo People,1
5777,Senufo or Bamana,1
6125,Sumba or Flores Island,1
6118,"Sumatran, South Sumatra (Sumatera Selatan )",1
5793,Siane people,1
6117,"Sumatran, Sikuram",1
6116,"Sumatran, Palembang",1
6111,Sumatra or southern Thailand,1
5783,"Senufo peoples, Tyebara group",1
6110,Sumatra (Aceh),1
5787,Shilluk (Colo)?,1
6107,Sulka people (?),1
6105,Sulka or Mengen people,1
6104,"Sulawesi, Eastern Java",1
5790,Shona,1
6103,Sulawesi,1
6078,Sri Lanka (Kandy or Colombo district),1
6076,Sri Lanka (Anuradhapura),1
5808,Sierra Leonean ?,1
6034,"Spanish, Palencia",1
5830,Sogo people,1
6045,"Spanish, Teruel, Aragon",1
6044,"Spanish, Teruel",1
5832,"Soloman Islands, Central division",1
6043,"Spanish, Tenerife",1
6040,"Spanish, Santiago",1
6039,"Spanish, San Ildefonso",1
6038,"Spanish, Salamanca",1
6037,"Spanish, Ripoll",1
6036,"Spanish, Paterna or Manises",1
6035,"Spanish, Palma de Mallorca",1
6033,"Spanish, Navarre",1
6073,"Spanish; blade, German, Solingen",1
6032,"Spanish, Naples",1
6031,"Spanish, Muel, Aragon",1
5835,Solomon Islands people,1
6030,"Spanish, Mexico",1
5836,Solvak,1
6026,"Spanish, Huelva",1
5837,Somali peoples,1
5838,Somalia,1
6024,"Spanish, German or Swiss",1
6022,"Spanish, Córdoba",1
6020,"Spanish, Catalonia or South American",1
6047,"Spanish, Toledo, and German, Saxony",1
5829,"So. America, Peru",1
6050,"Spanish, Valencia (probably Manises)",1
6052,"Spanish, Zaragoza",1
5810,"Silesian, Cieszyn",1
6072,Spanish; 04.3.326: Portuguese,1
6071,"Spanish, probably Valencia",1
5813,Silesian-Bohemian,1
5814,"Singpho, Burma",1
6069,"Spanish, probably Seville",1
5816,Sino-Tibet,1
6067,"Spanish, probably Eugui, Pamplona",1
6066,"Spanish, probably Castille",1
6065,"Spanish, probably Almería",1
6064,"Spanish, probably",1
5819,Sioux (?),1
5820,Sioux (Teton),1
6063,"Spanish, possibly Valencia or Toledo; lever possibly Madrid",1
5822,Slavey,1
5823,Slavic,1
6061,"Spanish, possibly Valencia",1
6059,"Spanish, possibly Poblete",1
5826,Slovakian,1
6058,"Spanish, possibly Granada",1
6057,"Spanish, possibly Catalonia or Dutch",1
5827,Slovenian,1
5828,So. America (Brazil ?),1
6382,Tonga people,1
5587,Rio Napo,1
6784,china,1
5341,Penobscot or Passamaquoddy,1
6657,"Western or Central European, the Netherlands or Austria",1
6656,"Western Tibetan or Central Asian, possibly Oriat or Kalmyk Mongol",1
6655,Western Tibetan,1
6654,Western Tibet or Ladakh,1
5335,Pende,1
5336,"Pende people, Kwango cluster",1
6650,Western Pakistan,1
6648,"Western Iranian, in the style of Turkman armor",1
6647,"Western India, Rajasthan, Udaipur or Kota",1
6646,"Western India, Rajasthan, Udaipur or Devgarh",1
5339,Peninsular Thailand,1
6644,"Western India, Rajasthan, Mewar",1
5332,"Pawnee, Native American",1
6642,"Western India, Rajasthan, Jhilai",1
6639,"Western India, Bikaner, Rajasthan",1
6638,Western Iatmul,1
5343,Pequot (?),1
6637,"Western Great Lakes, Native American",1
5344,Persia,1
6636,Western Great Lakes,1
6634,"Western European, probably Naples",1
5347,"Persian or Turkish, Ottoman",1
5349,"Persian, Safavid",1
6633,"Western European, probably Burgundy or Flanders",1
6658,"Western or Central European; j, possibly Switzerland",1
6659,"Western or Central European; quiver, possibly German",1
5350,"Persian, Tehran",1
5319,Paracas-Nasca,1
6684,Xhosa peoples,1
5306,"Papua New Guinea, made in Europe",1
5309,Papua New Guinean (Bismarck Arcipelago),1
5311,Papua New Guinean (Tolai People),1
5312,Papua New Guinean (possibly Huon Gulf),1
6681,Xhosa,1
6680,Wyandot or Shawnee,1
6678,Wunambal or Worora,1
6677,Wum Chiefdom,1
5316,Papuan New Guinean (New Ireland),1
6673,"Wogumas, Nimburiyan clan",1
6672,Wogumas people,1
5331,Passamaquoddy (?),1
5321,Paraguayan (?),1
6669,Wogo peoples,1
5322,Paris: 1809–1829,1
5323,"Paris: Officina Christiani Wecheli, 1535",1
5324,"Paris: [privately printed], 1903 (edition of 90)",1
6668,Wogeo or Bam people,1
6666,Winnebago(?),1
6663,"Widekum peoples, Mogamaw group (?)",1
5328,Parthian or Roman,1
6661,Widekum,1
6660,White Mountain Apache,1
6632,"Western European, possibly Germany or England",1
6631,"Western European, possibly England",1
6384,Tonosí style,1
6593,Wends (Germany),1
5376,Philippine (Tagakaola or Bila'an),1
5378,"Philippine, Basilan",1
5380,"Philippine, Cebu",1
6600,"West African, possibly Tuareg",1
6599,"West African, possibly Fulani",1
5381,"Philippine, Cotabato",1
6598,"West African, Yoruba, Pobe Village",1
5384,"Philippine, Jolo Island",1
5385,"Philippine, Jolo Island or Zamboanga Peninsula",1
6597,"West African, Cameroon, possibly Adamawa, Nigeria",1
5386,"Philippine, Kalibugan",1
6591,"Welsh, Nantgaru",1
6604,"West Bornean, possibly Kalimantan Barat",1
6590,Welsh,1
6589,Wee peoples,1
6588,We or Guere peoples,1
5390,"Philippine, Luzon or Visayan Islands",1
5391,"Philippine, Maguindanao",1
5392,"Philippine, Malabang",1
5393,"Philippine, Mandaya",1
6584,Wasco or Wishram,1
6583,Warm Springs (?),1
5396,"Philippine, Mindanao or Tapiantana",1
6582,Wari(?),1
6603,"West Bengal, Kalighat, Calcutta",1
5374,Philippine (Luzon),1
5351,"Persian, possibly Isfahan",1
6613,Western Apache,1
6630,"Western European, possibly British",1
5352,Peru,1
6629,"Western European, possibly Britain",1
5355,Peru or Chile,1
6625,Western European (possibly Italian),1
5356,Peru or Ecuador,1
6623,"Western Europe, probably British or Dutch",1
6622,"Western Europe, probably Austria or Germany",1
6621,"Western Europe, possibly German or Austrian",1
6620,Western Europe,1
6617,Western Cambodia,1
5362,Peru? (Andean),1
5373,Philippine (Igorot),1
6611,West Mexico or Valley of Mexico,1
6610,West Mexico,1
5365,Peruvian (Afro-Peruvian),1
5366,Peruvian (Cuzco),1
5367,"Peruvian, probably Lima",1
5368,Peruvian; central coast,1
6609,"West Indies, Cuba",1
6608,West Indies,1
5371,Phililppine (Tagalog),1
6607,West Indian,1
6606,West Greek,1
6690,Yakama,1
5302,Panuco,1
5301,Panamint,1
5247,Osage,1
6764,"bit, West European; bosses, Italian",1
6763,"bit, German or Netherlandish; bosses, German",1
6762,"bit, German or French; bosses, French or South Netherlandish",1
5242,Onondaga,1
5243,"Onondaga, Native American",1
5244,"Onondowahgah/Seneca, Native American",1
5245,Oromo peoples,1
6761,"barrel, probably Iranian; lock and stock, Turkish",1
5246,Oromo peoples (?),1
6760,"barrel, Persian; stock and lock, European",1
6759,"armor, Italian, Milan; spurs, French",1
5250,Oto or Osage,1
6765,"blade and scabbard, Turkish; hilt, probably Indian",1
6754,Zulu,1
5251,Oto-Missouria,1
6753,Zimbabwean,1
6752,Zimba peoples,1
6751,Zigula or Zaramo,1
6750,Zigua peoples,1
5254,"Ottoman, Ottoman provinces, possibly Balkan",1
6749,Zigua people,1
5255,"Ottoman, probably Eastern Europe",1
6748,"Zenú, San Jacinto group",1
6746,Zenu or Sinu,1
5239,Oneida,1
6766,"blade, French; hilt and scabbard mounts, German",1
6692,Yangere,1
6775,"blade, Italian, Milan; hilt, Italian, possibly Venice",1
5219,Ojibwa(?),1
5220,Ojibwe,1
5222,Okpoto peoples(Idoma),1
6783,"blade, possibly Italian; hilt, German",1
5224,"Okpoto peoples, Idoma or Igala group",1
6782,"blade, possibly Iranian; guard and decoration on blade, Turkish; grip, Indian",1
6781,"blade, Turkish; hilt and scabbard, European, possibly Italian",1
5226,Oku peoples,1
6780,"blade, Spanish; hilt, Moroccan",1
6777,"blade, Japanese; mounting, Chinese",1
6776,"blade, Italian; hilt, Dutch",1
5229,Old Assyrian Trading Colony (?),1
5237,Olmec-style,1
6774,"blade, Italian",1
6773,"blade, German; hilt, possibly Flemish",1
6772,"blade, German; hilt, Swiss",1
6771,"blade, German; hilt, Italian",1
5232,Old Bering Sea (?),1
5233,"Old Bering Sea II, Native American",1
5234,"Old Bering Sea III, Native American",1
6770,"blade, German; hilt, Dutch",1
6769,"blade, German; hilt and scabbard, probably Austrian",1
6768,"blade, German, Solingen; hilt, Spanish",1
6767,"blade, German, Solingen; hilt and belt, Portuguese",1
5257,Ottonian (Rhineland (?)) (setting); Byzantine (intaglio),1
5258,Ovimbundu peoples,1
5259,Pacific Northwest coast,1
5288,Pakistan (possibly Gilgit region),1
5278,Pakistan (ancient region of Gandhara) or India,1
5279,Pakistan (ancient region of Gandhara) or India (Jammu & Kashmir),1
5280,Pakistan (ancient region of Gandhara) or north India,1
5282,"Pakistan (ancient region of Gandhara, Indus Valley)",1
5283,"Pakistan (ancient region of Gandhara, Swat Valley)",1
5284,"Pakistan (ancient region of Gandhara, Taxila)",1
6702,Yimam people,1
5285,"Pakistan (ancient region of Gandhara, mondern Peshawar region)",1
5286,"Pakistan (ancient region of Gandhara,Taxila)",1
5287,Pakistan (likely Swat Valley or Gilgit region),1
6699,Yessan-Mayo people,1
5289,Pakistan or Afghanistan,1
6745,Zarma peoples,1
5290,Pakistan or India,1
5291,"Pakistan, Khyber-Pakhtunkhwa province",1
5292,"Pakistan, Khyber-Pakhtunkhwa province, possibly Takht-i-bahi monastery, ancient region of Gandhara",1
6698,Yaul people or Kambot (?),1
6697,Yasyin-Mayo (?),1
6696,Yasyin (?),1
5294,Palawan(?),1
6695,"Yaqui, prob.",1
6694,Yankton Sioux,1
5297,Pamphlet,1
6693,Yangoru Boiken,1
6705,Yirrkala,1
6706,Yokayo Pomo,1
6707,"Yombe group, Kongo people",1
6710,Yoruba or Nupe peoples,1
6743,Zaramo,1
6742,Zapotec (?),1
6741,Zapotec,1
6738,Zambesi,1
6737,Yurok,1
6735,Yup'ik (?),1
6733,Yukuben peoples,1
5262,Pakistan (Bajaur Valley),1
5264,Pakistan (Gilgit Kingdom),1
6731,Yotoco,1
6730,"Yoruba peoples, Oyo or Ketu group (?)",1
6727,"Yoruba peoples, Owo group (?)",1
5265,"Pakistan (NW Frontier Province, probably Swat Valley)",1
5266,"Pakistan (Northwest Frontier Providence, Swat Valley)",1
6725,"Yoruba peoples, Ketu group (?)",1
5267,Pakistan (Northwest Frontier Province (Swat Valley),1
5268,Pakistan (Northwest Frontier Province),1
6722,"Yoruba peoples, Igbomina group",1
6721,"Yoruba peoples, Ife group ",1
6720,"Yoruba peoples, Ife group",1
5272,Pakistan (Swat Valley region),1
6711,"Yoruba or Sobo peoples, Isoko group (?)",1
5275,"Pakistan (ancient region of Gandahara, Sirkap)",1
6580,Wari artist(s),1
5398,"Philippine, Subanon",1
5400,"Philippine, Tawi-Tawi",1
5523,"Probably Austrian, Vienna",1
5513,Potawatomi or Menominee,1
6451,"Turkish; grip, Indian",1
6450,"Turkish; blade, Italian",1
5515,Prairie Potawatomi,1
5516,Pre-Columbian,1
5517,Presso Pietro Paolo Montignani-Mirabili,1
5518,Prob. Montenegro,1
6447,"Turkish, possibly Kula region",1
6445,"Turkish, possibly Istanbul",1
5522,"Probably Austrian, Innsbruck",1
6444,"Turkish, possibly Bursa",1
5524,"Probably Austrian; European stock, barrel and lock",1
6452,"Turkish; lock, European",1
5525,Probably Burkinabe,1
5526,Probably Burmese,1
5527,Probably English,1
6440,"Turkish, Istanbul",1
6439,"Turkish, Indian, and Persian",1
6438,"Turkish, Constantinople",1
5531,"Probably French, Paris",1
5532,Probably Ganda People,1
6437,Turkish with a Persian blade,1
5534,"Probably Gujarat, Rajasthan, India",1
6435,Turkish with European lock,1
5512,Potawatomi,1
5511,Post-Roman (?),1
5489,Possibly Italian or French,1
5498,Possibly Philippine,1
6469,Ugandan or Sudanese,1
5491,"Possibly Japanese, Korean, or Philippine",1
5492,Possibly Lake Tana region,1
5493,Possibly Merovingian,1
5494,Possibly Moroccan,1
6466,Uganda,1
5495,Possibly New Zealand,1
5496,Possibly Northern European,1
6464,U.S.S.R.,1
6463,U.S.A. or Brazil,1
6462,Tübatulabal,1
5499,Possibly Portuguese,1
6454,Tuscan,1
5500,Possibly Russian,1
5501,Possibly Saudi Arabian,1
6460,Tzotzil Maya,1
5502,Possibly South Italian or Etruscan,1
6459,Tyrolese,1
5504,Possibly Swiss,1
5505,Possibly Turkish,1
5506,"Possibly Turkish, Istanbul or Iranian",1
5507,Possibly Wutu,1
5508,Possibly northern Europe,1
6456,Tussian peoples(?),1
5536,Probably Indian,1
6434,Turkish or Persian,1
6433,Turkish or Mamluk,1
5575,Rao or Bosmun (Bosngun) (?),1
6412,"Tubatulabal, Native American",1
5565,Puruha,1
6410,Tuareg people,1
5567,Quapaw,1
6409,Tuareg,1
5569,Quechua (?),1
6406,Tsonga or Nguni peoples,1
5572,Quinault,1
5573,Quinnipiac (?),1
6405,Tsogo People,1
6404,Tsogo,1
6402,"Tsimshian, Native American",1
6432,"Turkish or Iranian, in the style of Turkman armor",1
6401,"Tsimshian or Tlingit, Native American",1
6399,"Tsimshian
, Native American",1
5580,Remojadas (?),1
6397,"Trinidadian, active New York",1
5581,Rendile peoples,1
6396,Transylvanian,1
6395,"Transcaucasian, probably Georgia",1
6394,"Transcaucasian, Georgian",1
5583,Republic of Benin (?),1
6390,Toraja peoples,1
6385,"Top decoration: Newari; box: Tibet, Lhasa area",1
6413,Tunisia,1
5562,"Punic, Western Mediterranean",1
5560,Pukara (or early Tiwanaku),1
5559,Pukara,1
6430,Turkish or Greek,1
5538,Probably Kisar Island,1
5539,Probably Korea,1
6429,Turkish or Azerbaijan,1
6428,Turkish or Armenian,1
5540,Probably Mende people,1
5541,Probably Nukuma,1
5542,Probably Phoenician,1
5543,Probably Roti Island,1
5544,Probably South German or Austrian,1
6427,Turkish or Arabian,1
5546,Probably Timor-Leste (East Timor),1
5547,Probably Umboi or Siassi Islands,1
6425,Turkish and European,1
5548,Probably Zulu,1
6423,"Turkey, possibly Istanbul, in the style of Turkman armor",1
5550,Probably western Queensland,1
6422,"Turkey, possibly Istanbul",1
6421,Turkey,1
5552,Proto-Taíno (Early Ostionoid),1
5555,Pubian people (?),1
6418,Turkana or Potok peoples,1
6417,Turka,1
5490,"Possibly Italian, Naples",1
6473,Ulawa Island,1
5401,"Philippine, Tiruray",1
6537,Vietnam (North) or Thailand (North),1
6549,"Vietnam, Red River delta, possibly Hai Du’ong Province",1
5423,Pokot peoples,1
5425,Polish or German,1
6546,Vietnam or Thailand (?),1
5426,Polish or Saxon,1
6545,Vietnam or South China,1
6544,Vietnam or Northern Thailand,1
5429,"Polish, Krakow cameo with French frame",1
6543,Vietnam or Cambodia,1
6542,Vietnam (Sa Huynh culture?),1
5431,"Polish, Thorn",1
5433,"Polish, probably Krakow",1
6553,Vili or Yombe people,1
6536,Vietnam (North) or Korea,1
5434,"Polynesia, unknown Outlier",1
5435,Polynesian,1
6534,Vietnam (North) or China (South),1
6533,Vietnam (North) (Sa Huynh Culture),1
5437,Pomo (?),1
6532,Vietnam (North) (?),1
5438,"Pomo (Lake County, California)",1
5439,Pomo artist (Northern California),1
6530,Vietnam (Mekong Delta area),1
6529,"Vietnam (Hai Zhong Province, Hong River delta)",1
5421,Pitjantjatjara,1
6555,Villanovan or Estruscan,1
6474,Ulúa Valley,1
5408,Philippines (Negrito?),1
6576,Wapo Creek,1
5402,"Philippine, Tukuran",1
5403,"Philippine, Yakan",1
5404,"Philippine, Zamboanga",1
6575,Wapo (?),1
6573,"Wallis and Futuna Territory, probably Futuna",1
6572,Wallis and Futuna Territory,1
6571,Wagogo people,1
